PostCodes,eff
DE12 - FR60,1.7378476470805115
DK46 - NO18,1.7379129503345823
BE87 - NL80,1.737958155168484
DE17 - BE77,1.7381236365694606
PL29 - NL45,1.7382005291582605
SE24 - NO20,1.7382125721451382
NO48 - DK04,1.7382362536060574
AT22 - SK41,1.7382608607996306
DK26 - NO35,1.7383601577087968
DE96 - DE91,1.7384148596634532
IT37 - IT24,1.7384596393560006
LU53 - FR76,1.738478938320752
NO22 - DK44,1.7385811801046887
BE85 - GBGL,1.7389229459615823
GBNE - LU53,1.7389508620201373
NL23 - DK52,1.739077109346056
DE79 - ES45,1.7390897742097629
CZ77 - BE28,1.739149318572886
NO70 - SE73,1.739423484275026
FR76 - DE65,1.739465817675754
BE03 - FR14,1.7398221382272423
LVLV - CZ25,1.7399352341162961
NO70 - SE60,1.7399724778067014
FR77 - DE06,1.7401432060617767
LT79 - IT25,1.7401674521369035
NO15 - SE80,1.7402848639318893
BE34 - ES08,1.7403196887194141
NO - NO,1.7403589516647389
DK48 - NO20,1.7404263476632758
IT20 - ES08,1.7405499183126871
DE35 - CH62,1.7405868365771728
NL51 - FR14,1.7409574599358906
CH10 - FR77,1.740958823199536
DE55 - CH15,1.741061994595811
IT38 - IT13,1.7411322947034218
DK60 - NO06,1.7413096596829432
NL60 - FR27,1.7414290407300315
LU53 - FR63,1.7422725853800898
LVLV - NL79,1.7422864407404584
NO43 - SE61,1.7422868874946735
BE73 - NL14,1.7426199594243137
CH41 - BE28,1.7426834126914308
FR21 - DE65,1.7428561990443872
NO30 - NO53,1.742933848932743
BE70 - NL14,1.742944305925941
DE74 - IT71,1.7432457059016655
NO56 - DK70,1.7434569948849936
SE67 - NO71,1.7436202180091336
LV51 - NL53,1.7436957622053537
NL27 - DE44,1.743906255087481
ES28 - FR33,1.7440448645205775
DE56 - DE50,1.7443187917668121
BE77 - GBNG,1.7446482467683968
BE91 - DE95,1.7447416374596654
LV21 - NL60,1.744985936428022
NO28 - DK45,1.7450195543866927
IT70 - DE50,1.7450452321484096
DE64 - ES08,1.7456673168572747
SE56 - NO48,1.7457188499243683
IT35 - IT10,1.7458471082161169
NL48 - DE99,1.7460511756866697
DK46 - NO15,1.746078610761112
DK42 - NO20,1.746116657280523
DE74 - BE35,1.7461388200012853
NO30 - SE56,1.7469231820839748
DE36 - DE40,1.746960811328051
DE51 - CH47,1.7469934447499518
IT37 - DE36,1.7471322664738707
LVLV - NL96,1.7471654886763905
NL47 - FR37,1.7471666171369313
NO22 - DK43,1.7472075643792646
FR76 - FR38,1.7474607260703654
LV21 - PL61,1.7475799400380745
DE74 - NL41,1.747637344420398
LVLV - IT48,1.7479545074234295
IT37 - DE56,1.7479681021446345
SE46 - NO45,1.7480737066117713
LVLV - BE22,1.7481402647935516
PL - NL,1.7484136672550437
BE85 - GBWF,1.7484783916079492
LVLV - NL50,1.7485116885258167
LV51 - BE84,1.7485414180487167
DE91 - DE96,1.7485776041745955
IT10 - IT24,1.7487891521165961
BE25 - BE85,1.7488432854030151
NO22 - NO54,1.7488775046613125
DE22 - BE65,1.748877867391611
DK27 - NO06,1.7488826448529187
SE73 - DK67,1.749058761079879
NL51 - NL19,1.74911507002308
PL95 - NL57,1.7492831771732673
GBSY - FR92,1.7495061025835454
DE71 - FR02,1.7495421578966635
NL31 - LV21,1.7495609388527988
BE38 - ES08,1.7495862206004673
DK70 - NO31,1.7495960783713476
LV10 - NL27,1.7496162541318052
PL55 - PL59,1.7496925510466408
NL27 - DE22,1.7498267219334973
LV43 - BE08,1.750109717300651
LV56 - NL47,1.7503285900115049
DK87 - DK70,1.7504001373767888
NL83 - ES08,1.7505094801398002
PL - PL,1.750531757383017
HU82 - DE31,1.7506697243253038
FR77 - FR59,1.750978098904707
PL72 - DE67,1.7511485495933765
ES17 - IT20,1.7511744006139065
NO33 - SE24,1.7512336992082913
LV34 - NL31,1.7512358798657275
BE85 - GBNP,1.7516382900069214
DE45 - DE56,1.7517091081330887
GBSY - FR91,1.7518610486818333
PL87 - LV21,1.75204300630445
BE44 - DE21,1.7520666454562217
IT02 - IT40,1.7521959050234912
DE50 - FR77,1.7522312854999544
NL54 - CZ26,1.7522593033575127
SE13 - DK26,1.7525487100378805
DE30 - NL74,1.7526846747084979
SE65 - DK04,1.7529223456852967
FR13 - FR13,1.7531139111593779
BE35 - FR77,1.7533544195161395
LU53 - FR19,1.7533610463494478
DK83 - NO60,1.7534563101343386
BE91 - FR94,1.7534604096208017
NO19 - SE43,1.753544411886981
NL48 - DE30,1.7535794683208061
FR59 - BE17,1.7536645476023858
AT23 - IT20,1.7536841618758154
NO76 - NO32,1.7536870221130585
FR77 - DE71,1.7539287131357442
NL27 - DE65,1.7539667773386323
IT24 - GBME,1.754132628397142
IT35 - ES08,1.7542075479413752
NO22 - NO43,1.754221634041031
NO15 - NO62,1.7545918445082234
NO57 - NO73,1.7549464247340194
DE06 - BE39,1.7550742935558747
NO76 - NO16,1.7553141768063154
DE67 - DE50,1.755423091453422
GBSA - DE36,1.7556759641383775
PL22 - DE60,1.755683224574708
PL - BE,1.7558974957962081
DE40 - DE44,1.7559833209144242
CH41 - SI23,1.7559854256094456
DK42 - NO31,1.7560163635869164
LVLV - HU20,1.7560510788402508
DE41 - NL52,1.756369172583536
DE74 - IT84,1.756517049546966
PL72 - DE12,1.7567343733846899
CZ27 - IT74,1.7570284509255598
CZ - HR,1.7570435427667022
BE62 - FR61,1.7570634478526053
SE21 - FI20,1.7571700564875918
PL70 - DE30,1.7573252256517227
CH41 - NL66,1.7573744293974292
DE35 - FR45,1.7574550989401847
DE20 - DE85,1.7578141907571283
DE21 - LV10,1.758044823391676
NO20 - NO59,1.7584060701268864
DK27 - NO20,1.7586013089285217
IT24 - IT50,1.7587930811979269
GBSY - NL42,1.7589311110744614
LV37 - DE38,1.7589663593622475
SE25 - NO15,1.759020300711606
SE - NL,1.7590619673392467
GBHU - BE18,1.7594642536414054
SE29 - NO20,1.7595093352472229
BE35 - FR79,1.7596736374103092
NO30 - SE13,1.759836194357911
PL05 - LV10,1.7598543948771859
DE41 - DE52,1.7600640740317337
LU53 - DE93,1.7603170158357309
GBBA - DE47,1.7604152463735296
DE35 - LT02,1.7604451878946175
LVLV - DE21,1.7607152656821883
NL31 - DE19,1.7607206546085232
AT - DE,1.760896786647068
ES08 - ES43,1.7609962952765799
NL34 - ES08,1.7610143374842495
NL47 - BE61,1.7610904038208428
LV54 - NL21,1.7610956924358288
DK46 - SE12,1.7613204955065704
LV47 - BE90,1.7613899280254017
NL27 - NL27,1.7615125791699364
LV37 - DE23,1.7615416326833517
NO45 - SE36,1.7615657412838657
NL47 - LT23,1.7619038566623177
FR02 - DE87,1.7619433618629756
LV56 - DE44,1.7619542032670694
DE13 - DE04,1.7621781908128118
FR76 - LU53,1.7622244965744114
DK08 - NO20,1.7622462817470792
NO23 - NO16,1.7623989859705476
DK04 - NO14,1.7625323341937273
LT02 - IT17,1.7626964015537363
DE44 - DE47,1.7627190010962568
NL81 - NL74,1.7628477055482366
LVLV - BE38,1.7629359325754943
NL83 - IT36,1.7634265937238662
LU53 - FI33,1.7635551169483359
DK41 - NO20,1.7637536208440883
HU80 - BE40,1.7637857458452346
BE20 - DE24,1.7641407504014672
BE99 - FR72,1.7643874929466485
DE33 - BE36,1.76455666318751
LVLV - DE29,1.76461941400136
FR40 - FR62,1.7647235827774612
BE - FR,1.7648116500962991
NO43 - SE51,1.7648454550814914
NO20 - NO69,1.764929573125227
DE46 - DE30,1.7650406656952802
LVLV - BE23,1.7651070628465082
DE92 - NL53,1.765430748901259
LV56 - NL45,1.7658844650785235
NL84 - LU53,1.765905708693218
SE11 - NO30,1.766339992064333
FR50 - IT28,1.7666723724317261
NO57 - SE33,1.7668441701656712
NO19 - NO43,1.7668761279829932
DE50 - NL23,1.7672279506708264
LV - NL,1.7674235606540123
GBHG - GBME,1.76748761037
LV - DE,1.767630392191109
CH41 - BE90,1.7677245256769054
LV21 - DE21,1.7678079802950657
SE31 - NO48,1.7678297381694055
PL15 - LV21,1.767884612512809
DE75 - DE82,1.7679836240636704
GBDN - FR59,1.7680197763874606
CZ27 - IT70,1.7681323238292086
LVLV - NL46,1.7682405614270014
BE88 - DE24,1.7682787916845635
DE68 - IT29,1.768291281638853
NO60 - NO72,1.7684306727375303
NL27 - DE31,1.7686327972973617
NL50 - NL38,1.7687939235514734
SE30 - NO28,1.7688561947728734
DE06 - IT84,1.7690252085517226
FR95 - FR91,1.7694741862149206
NO28 - SE41,1.7696063626875322
LVLV - BE39,1.7696912024577514
NO60 - SE44,1.770191250916155
LVLV - BE65,1.770338965111443
CH - DE,1.7706048517575477
SE64 - NO48,1.7706102435213689
SE70 - DK26,1.7709117929720377
SE23 - NO23,1.771078322978716
FR59 - BE28,1.7712727686191527
NL54 - DE24,1.7713570208572138
BE83 - FR21,1.7713598834646223
DE52 - DE47,1.771561777852751
GBSY - FR22,1.7719780796322069
DE26 - ES12,1.7720923068392527
GBNN - NL73,1.7724624119482082
HU - IT,1.7726028343630944
NO17 - NO69,1.7728191544343281
LV53 - IT48,1.7729296783618362
DK49 - NO34,1.7729572444369797
BE77 - GBCV,1.7731538233248116
NL26 - IT38,1.7732702704187793
IT70 - DE16,1.7732854337922421
NO72 - NO16,1.7733459591296934
PL97 - LV10,1.7739176852565142
DK46 - NO48,1.773940393390184
LVLV - BE84,1.7739617646857666
NL80 - FR67,1.7743761344911098
FR67 - FR95,1.7745964496565694
NO30 - NO68,1.7746029600865187
LV43 - BE23,1.7748233093962766
HU82 - DE64,1.7748691448724634
NL53 - DE63,1.7751807946407
LV44 - NL59,1.7753184268868258
SE59 - NO32,1.7753395066861772
LV10 - NL56,1.7754734285694271
FR45 - DE24,1.7756064995675644
SE61 - DK26,1.7757458224446925
FR59 - BE11,1.7758615390261816
PL43 - BE31,1.7759742821103457
DE54 - FR72,1.7760854054583413
SE23 - LU53,1.7761189746880919
SK90 - DE07,1.776460028071164
NO52 - NO70,1.776780858967536
DE16 - DE55,1.7767941351589043
FR80 - CH41,1.7768513154300165
NL70 - DE99,1.776870232739036
BE92 - FR72,1.7769130784894485
NL26 - DE22,1.7769889307460995
FR77 - GBS3,1.7771926979921953
DE64 - FR52,1.7777967583196064
LV39 - NL47,1.7778808033952371
FR80 - FR91,1.7779444725845714
DK46 - NO24,1.778035041006649
NL27 - DE21,1.7783390076147538
NO30 - SE25,1.7785012383386705
LV56 - NL56,1.7787453914154319
DE65 - DE76,1.7788429175338663
LV21 - PL05,1.779031345734589
DE60 - CZ16,1.7790678581157484
SE74 - DK26,1.7791799252465104
NL68 - NL59,1.7792321346779634
GBNN - FR51,1.7792376231047822
NL19 - FR67,1.7794906544214089
NL59 - ES31,1.7795735119671936
FR77 - DE59,1.7796631473602502
SE34 - DK40,1.779782873341927
DK45 - NO22,1.7799322339031216
GBEX - GBWA,1.780203609254739
DK04 - NO06,1.7802196466972062
DK48 - NO13,1.7802460341076756
DE75 - DE67,1.7806675997762456
DE41 - DE44,1.7807413984925227
NO22 - NO36,1.7807869575534234
DK66 - DK70,1.780889210606697
DE17 - DE88,1.7811061762510274
FR63 - FR80,1.7812949588935247
IT43 - IT26,1.7813038060036643
LVLV - BE08,1.781395732704934
IT10 - FR59,1.7814276854355813
NO23 - SE39,1.7817469457850807
DE28 - FR77,1.781757931740519
FR89 - DE21,1.7817887153138647
GBBB - FR59,1.781877327132733
DE86 - FR77,1.7819047580911909
LV10 - BE84,1.782107287030264
DE71 - DE46,1.78215843830564
IT20 - IT43,1.7821770784465139
NO41 - NO20,1.782480058352619
AT67 - DE29,1.782619015016849
NL50 - FR14,1.7827312566396107
DK75 - NO32,1.7829949301143508
NO52 - DK70,1.7830469606228718
SE21 - NO15,1.7831177538841854
DE36 - DE50,1.783252583149436
NO05 - NO61,1.7832959287177181
SE26 - NO32,1.7832994678938232
LVLV - DE49,1.783338527547527
PL59 - PL52,1.78337926809762
SE21 - NL41,1.7834232483294554
GBNG - FR91,1.7836533325338164
LVLV - BE36,1.7837185434411928
DE96 - BE50,1.7837439576467016
NL29 - GBSO,1.7837718073113755
CZ25 - DE60,1.7838445608755547
NL53 - DE34,1.7841192604123906
DE49 - ES25,1.784147701870104
GBYO - FR62,1.7841867160596687
NO24 - DK26,1.7843117361437268
DE59 - DE41,1.7847263286470385
NO20 - NO64,1.7852205405044106
NL50 - FR72,1.7852709067473318
SE64 - NO06,1.7852967852220898
GBDE - GBLE,1.7853140731124761
DK41 - NO23,1.7854657769285955
NO17 - NO64,1.7856056386129897
FR28 - FR67,1.7858504612358206
DK46 - NO35,1.7859919959819988
CZ53 - DE59,1.7860121550242063
DK46 - NO46,1.7860311768816552
DE37 - DE65,1.7861423300519026
DE64 - FR67,1.786290950143716
FR27 - ES28,1.7863561763866875
CZ53 - DE71,1.7863952441920765
FI77 - LV41,1.78644197442151
NL69 - DE21,1.7864730793270154
DE64 - DE63,1.786942061493102
LV53 - NL59,1.7871229504501873
DK87 - NO30,1.7872602723245379
NL53 - DE16,1.7874207259840056
NL31 - DE22,1.7874986624905833
DE99 - FR76,1.7875874068619955
SE78 - DK26,1.7877542480065503
GBCV - FR91,1.7882243599285852
IT37 - DE27,1.7889628580522547
SE - NO,1.7891309386665817
SE74 - SE41,1.789236985960467
NO22 - SE41,1.789575381255275
DK46 - NO37,1.7896831379864948
DK74 - NO23,1.789694606409764
SE70 - NO14,1.7901431521223539
BE53 - FR14,1.7901748235967705
BE71 - DE79,1.7902917587538487
NL58 - NL47,1.7903775053354791
SE36 - NO14,1.7905424064366688
DK86 - NO20,1.790631568628146
LV38 - BE08,1.7906611583361018
SE25 - NO06,1.7907384545364233
NL27 - NL65,1.7907468260677988
NO60 - NO69,1.7907795589732076
DK56 - NO01,1.790829029693214
LV44 - NL69,1.7908711767255496
DE24 - DE96,1.7909977349021322
FR67 - DE67,1.7910832359444648
DK46 - NO01,1.7912459252808037
DE90 - DE33,1.7913208344553466
NO56 - DK50,1.7914857582436763
DE90 - BE19,1.7915788296349757
DE86 - FR62,1.7917269431688523
ES28 - DE59,1.7919302751740915
LV56 - BE84,1.792055361620955
DE44 - DE41,1.7921905841849746
SE19 - DE65,1.79241091847144
FR - LU,1.792496303562817
FR51 - NL79,1.7925331139513232
NO30 - NO60,1.7925452041334111
DK89 - NO15,1.7926789859918197
NO60 - SE13,1.7931054879684538
LV48 - BE84,1.7931190668328438
DE47 - IT12,1.7932960670426734
DE25 - FR62,1.793476472471951
DE35 - PL05,1.793526193640718
FR78 - FR45,1.793686504511947
GBWF - GBME,1.793898125016045
DK46 - NO40,1.7939174808075118
NL44 - ES18,1.7939828038304388
NO54 - NO05,1.7940706308857146
LV54 - LU48,1.794582738601272
NL14 - FR95,1.7948639863174296
FR80 - BE11,1.794975358890686
BE28 - DE41,1.7952792451382977
SE30 - NO32,1.7952997816367684
SE36 - NO13,1.7958502662803197
DK80 - LV21,1.7968370294444984
LU53 - FR49,1.796963415265002
DE59 - DE20,1.797368850872142
FR14 - FR51,1.797371417688439
DE64 - DE46,1.7978942132805862
DE21 - LU73,1.7979067506895845
FR35 - LU61,1.7980510462161805
NO52 - DK67,1.7981810959456646
DE56 - DE91,1.7981827171647093
FR51 - ES08,1.7982059258848306
SE57 - NO13,1.798419948442332
DK26 - SE13,1.7985445085103915
SE60 - DE55,1.7986800139770251
SE23 - BE84,1.798884702078356
SE13 - NO34,1.7989060315347702
ES29 - ES28,1.7989966691386943
DE41 - FR62,1.7991097335861654
ES28 - ES48,1.800108800670385
NO30 - SE74,1.8005736030831108
DE65 - DE67,1.8005849172271053
LV50 - DE49,1.8007176249869188
BE85 - GBSP,1.8009424130196054
NL - GB,1.8010121134323727
NO30 - SE17,1.8013665935959413
DE27 - FR59,1.8014370723520463
FR76 - CH46,1.8018603348164715
DE40 - DE93,1.8019058872289384
SE30 - NO24,1.8019208972799312
LV54 - BE29,1.8020853985714131
LT69 - BE08,1.8021270674423404
DE36 - PL70,1.8023662220434138
ES08 - IT36,1.8024298181566138
GR19 - IT01,1.802510067676374
NL51 - FR77,1.8025727980130193
SE13 - NO39,1.802946221285977
DE50 - PL72,1.8029759693944782
NL79 - DE17,1.8031502897752654
NO69 - NO30,1.8032633566093097
LU69 - DE64,1.8033754781889226
BE48 - CH83,1.8034191749589032
LV54 - DE49,1.80345558645799
DE21 - BE36,1.8034861416390866
FR45 - GBBA,1.8035741357743413
NL53 - IT20,1.803575335888098
FR38 - NL74,1.8036130809500723
NL44 - ES41,1.8038536948484378
SE69 - LV21,1.8038809818516253
IT15 - IT10,1.804208594866933
FR44 - BE17,1.8042412841220492
BE20 - DE22,1.8044643595245744
LVLV - NL80,1.804465600415039
SE42 - NO30,1.8046099105606914
SE30 - NO31,1.8046205054780566
FR59 - FR94,1.804630573166625
NL27 - DE61,1.8049302995340926
NO72 - NO64,1.8049355081036054
LV38 - BE84,1.8050167450990355
NL94 - NL80,1.8052596467331345
SE30 - NO38,1.8053714796733265
NO53 - NO66,1.805503619252848
NL19 - DE26,1.8055099764791396
CH82 - BE22,1.8055280931938889
SE21 - NL10,1.8055965530301596
DE04 - DE01,1.8057426224211293
DE66 - DE15,1.8057710907290234
PL97 - LV21,1.8059354285848743
FR80 - GBPE,1.8059535129975375
FR59 - GBCV,1.805977036631764
BE19 - DE90,1.8060514120556128
FR69 - FR80,1.8064184233364375
BE22 - FR77,1.8067620596959229
DE67 - DE12,1.8069678574664025
CZ53 - DE47,1.8070399199306653
IT02 - IT20,1.8070420074341556
NO30 - SE18,1.8076100728353144
NL - CZ,1.8077503078862944
CH82 - BE31,1.8077516706422971
BE08 - ES08,1.8078061768787723
DK74 - NO20,1.807907512587689
DK26 - SE72,1.8079953663597044
IT13 - IT24,1.8080590767128764
NO17 - NO59,1.8081136633680093
SE30 - NO22,1.8081798734841386
BE67 - DE39,1.8082854428548318
SE - BE,1.8084536481835845
DE55 - DE56,1.8085532361045367
DK95 - NO34,1.8088196623748958
LV10 - NL44,1.8089365651029756
LVLV - NL69,1.80908963354426
BE73 - NL99,1.8091741077593682
NO15 - DK70,1.8093757875301777
LV56 - NL82,1.8093778174793558
FR80 - DE34,1.8096933386881098
NO30 - NO76,1.8098920753721155
CZ25 - DE01,1.8098945574982712
SE30 - NO23,1.810079282955809
DE41 - DE49,1.8103634201253462
NL27 - DE30,1.8104321468020312
DE47 - DE49,1.8105160280803057
FR77 - FR40,1.8105608092639194
DK60 - DE30,1.8107004090831391
NL29 - DE22,1.810823935265945
NO70 - SE66,1.8109472118858958
FR84 - DE19,1.8111152305759306
FR80 - ES41,1.8111533694524595
NO30 - SE27,1.8116354764844809
SE23 - NO30,1.8118017209180473
DE81 - DE86,1.8122562154573143
DK44 - SE74,1.8123220483018678
LV56 - NL60,1.8124658720545377
NO02 - NO50,1.8124689969016794
SE30 - DK04,1.812566190205323
DK89 - NO20,1.812580763709511
DK86 - DK70,1.8127867736266965
SE30 - NO34,1.8127931533515484
NL26 - DE31,1.812885484132256
BE69 - DE47,1.8129090814537312
NO70 - NO20,1.8129626246199622
HU82 - NL46,1.8130177922875033
DE30 - DE49,1.8130277044681173
DE49 - ES48,1.8131595044731121
DE74 - ES08,1.813403076529831
NO16 - NO52,1.813459032684251
DE34 - DE64,1.813499323880902
DE50 - DE44,1.8135081057603244
IT20 - FR01,1.8135481889290364
SE26 - NO15,1.8138058670803832
DE51 - FR80,1.8140807131776178
DE21 - DE64,1.814423464513268
DK74 - SE60,1.8151671123776447
SE13 - NO40,1.8154857809267355
LVLV - DE59,1.815502053278234
DK46 - SE65,1.815610216918841
SE33 - NO28,1.8156995243043956
NO32 - SE41,1.815788405236074
SE41 - SE80,1.8159467802488949
SE53 - NL53,1.8160230310884355
DE35 - CH46,1.81606513739277
LV50 - BE08,1.8163995340328072
DK44 - NO14,1.8164438266184
PL59 - PL55,1.8165288000381479
DE22 - BE80,1.8165675610652978
IT21 - IT10,1.8165765659823516
DE36 - FR60,1.8168937704743195
BE28 - CH41,1.8169253427641114
IT37 - DE67,1.817096506092849
DE83 - NL47,1.8171039071476884
NO30 - NO70,1.8173973255720477
CH41 - BE93,1.8175504558286981
DE49 - FR52,1.8176051780418252
SE25 - NO14,1.8180506109885675
DE41 - DE65,1.8180970543986943
GBBA - NL37,1.8182281918607952
SE72 - NO15,1.818273451536228
NO - DK,1.8184995086763125
BE42 - DE84,1.8185005240855037
SI - HU,1.8185564262746063
NL14 - DE59,1.8186503974215669
DK74 - NO37,1.8187412991452292
NO94 - NO95,1.8188506585645485
DE71 - NL48,1.8189516996978023
BE67 - DE65,1.819154319928612
NO72 - NO60,1.8194965989550993
FR78 - FR59,1.8196824025669194
FR14 - DE66,1.819814541876523
NO24 - DK04,1.8198843516700376
DE49 - FR54,1.8200421978157384
DE22 - NL14,1.82008050729575
LV54 - NL74,1.8201892969544387
SE23 - NO15,1.820232448741194
DE14 - FR60,1.8202529444999787
GBDN - FR76,1.82047835480354
DE86 - DE86,1.820714556485666
LV54 - NL56,1.8207977156491482
SE41 - NO40,1.8210098834452848
LV34 - LV31,1.8210335281427372
BE77 - GBBS,1.8210922415564044
DE54 - DE50,1.821176951217984
SE84 - NO66,1.821343395536418
DE47 - DE53,1.8213976472233868
FR51 - LU53,1.8214899383373666
GBSY - FR62,1.8216103204724117
NL14 - NL53,1.8216865795344226
DE56 - DE41,1.8218294091574279
DE64 - HU20,1.8218359519419145
GBGL - FR95,1.8221444957571589
DK95 - NO31,1.8229193582224825
FR74 - FR80,1.8229287264385903
NL69 - DE38,1.8230713318321847
GBNE - BE31,1.8233684776391794
SE26 - NO13,1.823370951282564
GBBD - BE65,1.8234156132388866
NO20 - NO70,1.823458849545468
CZ30 - IT26,1.8234754367776465
NO20 - SE55,1.8236479979059583
DE66 - BE89,1.8239326206442488
GBDN - GBEN,1.8240258875472053
DE63 - DE23,1.8241611975741696
NO21 - DK40,1.8243835584789467
BE71 - FR62,1.8244779937375182
DE12 - BE91,1.8245016627469137
LV34 - NL45,1.8248396960976263
DE28 - DE30,1.824993833128761
NO36 - NO52,1.8250449780305062
SE57 - DK79,1.8252124443870819
PL62 - BE40,1.8253456252875886
SE13 - NO14,1.8254730525931178
CH41 - IT24,1.8255407640999457
NO30 - NO75,1.8257369033911492
LV - LV,1.8257401635683284
NL61 - FR77,1.8259072550042208
LV21 - BE84,1.8259538382695952
LV54 - DE48,1.8263739296893173
LU53 - GBOX,1.8264104301745219
DE30 - DE99,1.8264130460575632
BE20 - DE21,1.826698946528591
DE19 - DE54,1.8268391902582513
NO21 - DK04,1.8269795383378045
LV42 - DE95,1.8270020735784138
BE80 - GBB4,1.827119887945167
LV56 - DE57,1.827381516172338
NO48 - DK47,1.8273889275036075
SE58 - NO16,1.8274605590820256
LV48 - BE23,1.8275669276354631
DK46 - SE74,1.8275752939259322
SE50 - NO06,1.8276731579514003
NL60 - DE24,1.827704439442109
SE29 - DK41,1.8277087597729706
SE54 - NO37,1.8277270852283207
IT29 - IT10,1.8277434410995246
FR91 - FR91,1.8280702499923707
CH83 - DE60,1.8283013695119552
DE75 - DE64,1.8284585410152898
SE30 - NO36,1.828555441455433
NO51 - NO60,1.8286976477084833
SE28 - NO15,1.8287220302589053
LVLV - NL45,1.8289406062232945
DE56 - DE47,1.8289493428241619
IT24 - IT35,1.829342026450522
IT10 - IT47,1.8294669050974808
LVLV - DE66,1.829493867281731
DE47 - DE85,1.8296048650986747
DE54 - FR01,1.8297475731635078
LV44 - NL94,1.8298670143957139
IT20 - DE70,1.8301065560875294
NL26 - DE21,1.8301151988111561
NL75 - DE97,1.8301483249727308
NL79 - DE01,1.8302365388909057
DE21 - BE67,1.8303050992804932
FR10 - ES08,1.8303644355697446
LV44 - NL45,1.8305221471519875
NL66 - NL38,1.8307315390674295
LV56 - NL94,1.8307892594618667
LVLV - NL66,1.830790377876032
DK26 - NO13,1.831219085019327
FR29 - ES18,1.8312234569565577
DK56 - NO17,1.8312520707441207
NO35 - SE25,1.8312648597997854
CZ74 - NL35,1.8314077560901334
NO30 - SE19,1.8314592067587985
IT13 - IT21,1.8318208402797453
NL31 - NL29,1.8319452708786672
NO30 - SE26,1.831950702394931
FR94 - FR45,1.8323317120659008
DK26 - SE18,1.8323860033530304
NO21 - DK46,1.8324262302608705
LV53 - NL47,1.8324856299254801
SE64 - NO39,1.8325061256011699
PL99 - LV10,1.832771008420806
FR62 - ES18,1.8328529534493487
NO47 - SE30,1.8329842990756224
NO15 - NO70,1.8330615957074843
NL70 - DE57,1.8331383057440842
DE29 - NL54,1.8331624058166958
LV21 - NL44,1.8331915137893362
DK46 - SE16,1.8332415949502134
SE30 - NO27,1.8334179399529933
DE24 - BE83,1.8334557763396404
LVLV - NL59,1.8334973924857894
FR61 - LU61,1.8335437947379583
SE69 - SE57,1.8336013799369946
IT10 - IT50,1.8336387651461035
DK46 - NO13,1.8337292747489935
PL72 - DE01,1.8337305978537175
SE56 - NO20,1.8337454168250642
DE41 - DE68,1.834093707491619
DE65 - DE56,1.834261176955573
CH41 - NL54,1.8344648207211596
SE15 - NO37,1.8344904155675787
DE79 - FR45,1.8346973050650048
HU22 - DE47,1.834741247769542
DK46 - NO23,1.8347452064774872
GBRM - DE47,1.8350782522635012
NO28 - SE51,1.8350899531891018
SE77 - NO42,1.8351060266473567
NL44 - DE04,1.8353319645927382
IT20 - IT47,1.8354357737160643
NL68 - FR13,1.8355348253667712
DE22 - DE60,1.8357605969730173
NO30 - NO40,1.835910032061327
SE79 - NO14,1.8361255118442616
SI - IT,1.8364392639799934
FR45 - ES08,1.8365031571518748
NL21 - DE74,1.836819153496249
DE59 - PL52,1.8368457037744628
NO30 - NO73,1.8368633280873852
SE46 - NO26,1.8369309706474128
FR76 - ES08,1.837011249117509
DE49 - NL48,1.8371641565366847
NO30 - NO51,1.8372127321010292
DK26 - NO23,1.8372426986934192
SE45 - NO01,1.8373119293751208
SE25 - NO20,1.837375416120486
BE82 - ES08,1.8373831544851802
DK46 - NO14,1.837408819472513
DE79 - BE40,1.8376061111848891
DE99 - DE64,1.837611379514485
SE13 - NO15,1.8376361649759791
NO16 - DK44,1.8376795726450468
NO60 - NO16,1.8377160909749852
DK46 - NO04,1.837933048863422
DE32 - DE47,1.8381266675022576
FR76 - ES28,1.838339763898345
NO06 - DE24,1.83840058538874
BE85 - CZ27,1.838477396151688
DK26 - NO10,1.8386591390424423
FR50 - DE66,1.8386855781820477
SE31 - SE19,1.8388134038941737
NO28 - SE30,1.8388327364395893
BE36 - FR28,1.8389575154562376
IT10 - DE44,1.839136552800428
SE26 - NO20,1.8391649026547072
NO17 - DK04,1.839312193738574
DE22 - FR77,1.8393280855869545
DE13 - FR57,1.8395719252461666
NO28 - NO70,1.8397410706290653
SE26 - NO16,1.8398101476266977
LV54 - NL48,1.8399723962190202
NO53 - NO05,1.8403374995135635
LVLV - NL56,1.8404699343759
NO28 - SE57,1.8405913640179712
SE73 - NO20,1.8406902028711438
DE21 - FR62,1.8407454577681632
NO20 - DK55,1.841331655646524
DE54 - DE19,1.841602521639854
NL14 - DE60,1.8418388848982836
LV56 - DE46,1.8420527032413496
DK63 - FR62,1.8421264707947398
NO37 - SE58,1.8423019960725366
LVLV - SK94,1.8425550644990847
FR38 - FR51,1.8425571464348038
DK04 - NO17,1.8426468356960406
SE41 - NO09,1.8426923439581633
DE19 - NL71,1.8430995012173514
DE63 - DE26,1.8432106084503197
DE99 - DE36,1.843326465932835
LV54 - DE50,1.8437360247274333
AT67 - BE22,1.84379886879712
DE94 - DE74,1.843803673277115
SE56 - DK67,1.844301685796963
NO33 - NO51,1.8445761792348883
SE66 - SE41,1.8446082884384465
SE23 - LU18,1.8446372364430164
DE87 - IT26,1.844666779501659
NL53 - GBME,1.8447484601277373
